chapter_no,sentence
35,"'ve known you for a long time , kieran : and i can assure you that "" naivety "" really does n't look good on you Crack Detective sinclair is back in the field . Tuk"
35,tuk Empty Black smoke ?
35,On
35,"the hat too Fairly fresh red marks at the edges Hmm : so he went to a place where the ground has a red tint these look like his travel clothes , so he must have gone right after his arrival . he"
35,did n't take the time to change before coming here so it was of uttermost importance . katuaa
35,' Fct A ticket for a circus show ?
35,;
35,admit 9 circus That 's a strange thing to buy right after months spent overseas . tne
35,"val pots badk < Cld cik At least , he was n't dumb enough to hide things in a suitcase that can be stolen : uack ya tsk . he"
35,surely has something to hide . Blt
35,where What do you mean ?
35,Hahahahai
35,i 'm sure the leader will eventually want to get rid of all of Them So the leader charged you to keep an eye on the operation for him and take care of the nuisances at the same time . Haha
35,. how
35,"very perceptive of you , kieran : and the seventh does n't suspect you ?"
35,You
35,know i 've been doing assassinations for him for a while there are so man people you have to get rid of when you 're taking care of the finances of a criminal organization . Anyways
35,", he 's come to trust me because of my incredible track record , i guess . Why"
35,are you telling me all of this ?
35,Because
35,i do n't care what you do with this information . i
35,just want to collect as much money as i can before i have to kill them all . if
35,you run about yelling from rooftops that i 'm a snitch they 'll just die sooner : that 's allj You never change . and
35,"you 're still in your snake phase , are n't you ?"
35,How
35,tacky mind sharing some tips with your old friend about how to keep the blade as shiny as yours ?
35,i
35,would n't play with that you risk cutting off one of your fingers and then enduring a very agonizing death : Yes
35,. i
35,'ve heard . That
35,golden viper venom is n't one of the softest ways to go . Ka7ua
35,'
35,It
35,'s the same logo as the one on mctrevor 's files kazun ' transaction concluded . report
35,Hransac uded reotcl ort 7uwhp Thw ?
35,uhmp
35,freeze 0 83 0o cveakz
36,Episode
36,35 0 = 0o cvgolz wnp Kzzzp skshy Kzpk Cling @lng Mup
36,p 0 0 (
36,ucla F hard 0 ksz = No
36,it ca n't be I 've heard that death by golden viper venom is n't one of the softest ways to go . but
36,it 's so fun to watch !
36,a
36,"short show , but extremely entertaining . i"
36,had the occasion to test it just yesterday !
36,Huh
36,and who was the unlucky pal ?
36,The
36,spy the leader planted in the m1th precinct . he
36,"turned out to be quite useless , so it was time to get rid of him i hope the next one will be less incompetent although i would n't mind tickling him with this dagger if work so demands . Hmm"
36,: i see . Harvey
36,?
36,?
36,Name
36,": harvey wood date of birth : april 17th , xxo1 . function"
36,": spy , 11th precinct , apd . in"
36,"service since : march 23rd , xx26 number of reports : 34 . execution day : december 2oth , xx He"
36,was a spy all along . since
36,the very first day how could i not notice ?
36,he
36,was right lnder my nose the whole time Krkt He s already back ?
36,!
36,Hhu
36,"( oh "" Ktuct tsk slmi cling Ceald Twvsby Wik wk Hm ?"
36,mhump hvonhl Zwdsh Flvld zsot ( t8nbsy Htorsp| Cuck !
36,Fshi
36,Gpib 00 os0 Ca laa slides 0 (
36,"Pmi ahpaik u Dtu Hnng Tmp thvp Did you finally fall for me , officer ?"
37,Purple
37,hyacinth Episode Did you finally fall for officer ?
37,no
37,"me , I fell on my face , as you can see . are"
37,you enjoying your time on the ground or are you silently waiting for a hand to help you up ?
37,no
37,", i 'm very fine , thank you : Hng !"
37,Damnit
37,!
37,You
37,'re bleeding and your ankle looks sprained let me help you . i'l
37,be fine . i
37,"can walk : Come on , you 've made a great deal of noise . they"
37,'ll come soon to check it out We
37,have to go and we ca n't wait for you to stagger along like a little grandma . i'l
37,be fine : let 's just get out of here . Sigh
37,"Seriously , you must be the most stubborn person i 've ever met . Laureni"
37,look out !
37,What
37,swao Flemmings came back with a pink dress to propose to you : H i ?
37,crb
37,Png
37,Put me down or ill shoot a bullet right through your skull you do n't have your gln . put
37,me down !
37,Stay
37,still . Harvey
37,There 's a file on him in flemming 's room : he was a spy for the phantom scythe . he
37,was working for them all this time . i
37,know i learned about it while i was at the grim goblin . do
37,you know who killed him ?
37,I
37,"had a nice little chat with his assassin , acthally . her"
37,"name 's davenport you could call her an "" old friend "" of mine ,"
37,i suppose . your
37,"colleague was getting useless , so the leader wanted him removed . I"
37,'m afraid your plan to send her to jail wo n't work . many
37,have tried before you and i 'm pretty sure none of them lived to tell the tale . grp
37,I
37,"sholldn't say this , but suddenly i do n't even care enough to try does it really surprise you that mlch ?"
37,if
37,"so , i hate to break it to you but there 's snitches everywhere in the police i know there must be you said as much on the night we met i 'm sure all your fellow police officers despise the leader , But harvey Officer sinclairi he was so sweet , so considerate and genuine all the time . god"
37,", you peally scared us back there !"
37,I
37,just . how
37,could i be so blind ?
37,he
37,"had so much to hide , yet he never lied about this ?"
37,Or
37,at least nothing that made me suspect . Why
37,do it in the first place ?
37,i
37,"know nothing about him , but if he came from a poorer background the leader 's mission could 've sounded appealing to him . Or"
37,maybe he was blackmailed or coerced into it . Gd
37,O1 . do
37,n't you fall asleep on me . i
37,'m not a couch . I
37,'m not falling asleep . your
37,back is not that comfortable : How can you complain after i carried you like a princess across the neighborhood ?
37,It
37,was against my will !
37,Hn
37,Oh come on !
37,you
37,could 've warned me !
37,We
37,'re already here anyways . Wait
37,Where did you even take me ?
37,My
37,"apartment , officer . Clah"
38,my
38,"apartment , officer . your"
38,apart ment ?
38,you
38,own an actual one ?
38,0 did
38,you really think i lived in a cave ?
38,That
38,'s what it looked like !
38,< Well
38,", no . i"
38,do n't . besides
38,", it 's hard to heat caves in the winter . Purple"
38,hyacinth Episode At least it 's better decorated in here : That 's so kind of you !
38,thank
38,you i m so glad you like my cozy little nest !
38,wait
38,here . Tw
38,cuang !
38,Why
38,bring me here ?
38,You
38,'re living in the 11th district . zr
38,that 's way too far from greychapel and your wounds need to be tended clong Follow me . Get
38,"over here , you 're bleeding all over my carpet . Oh"
38,", sorry What did you see at the grim goblin ?"
38,a
38,anything that could help us ?
38,yes
38,", quite a lot in fact Turns out flemmings had a rendez vous with davenport the assassin i just told you about she is involved in the apostle 's operation as a sort of supervisor they 'll have a meeting at the carmen camelia in a few days with the apostle 's messenger turns out the apostle xi !"
38,"took over the leader 's operation for his own interest , whatever they are however , the leader is aware of his little rebellion thanks to davenport 's intel . i"
38,"guess that 's another infiltration mission then : i 've already had my fair share of them to be honest the wound does n't look too deep at least i'l manage Tsk , i would n't be so sure about that . Th08="
38,Thvmp
38,What
38,a moron you 'll need stitches . I
38,"'m sorry , could n't predict that was going to fall from the third floor and almost break my neck . can"
38,"hear lies , not see the future how the hell did you even end up there ?"
38,flemmings
38,came back to his room while was still inside was hiding under the bed he left quickly though : he did n't see me . j
38,"( had to get out , but heard voices outside the door so the windows were my only option : it was also probably the dumbest and the most sure way to die Stop wincing , it 's only alcohol . fa"
38,At
38,least you did n't take your findings with you into your tomb so what did you discover in flemmings room ?
38,i
38,took pictures actually . There
38,were papers and receipts from sort of project he was responsible for overseas . Some
38,of them had this logo dc which we also found on mctrevor 's stuff . and
38,on one of his files mentioned about another associate who will return from overseas . noze
38,: associate will return eo ardhalis in cvio weeks but there 's no further information about them other than that . report
38,ransaction canducted transachhon bee : cluded : Another associate ?
38,now
38,that 's quite interesting . smart
38,of you to bring a camera . Alright
38,", this might hurt . a"
38,lot . if
38,"you move an inch , i will stab you . Aw"
38,. I
38,really have the most caring rhhi uuhggu Well
38,thanks for the notice . it
38,does hurt . flemming
38,'s clothes were covered in some sort of fresh reddish stains and traces of black smoke . something
38,tells me he got those stains after arriving to ardhalis . And
38,"the weirdest of all , i found circus tickets in the pockets of his coat . Looks"
38,"like we 'll have plenty of stuff to look into good job officer your little excursion was n't as much of fiasco as i first thought my partner 's not dead yet , that 's great you 're already done ?"
38,it
38,feels like you 've been doing this yolr entire life . oh
